unit_id,month_index,day_of_week,source_used,sample_n,raw_cell_adr,fallback_adr,smooth_weight_cell,pre_hierarchy_adr,month_baseline_adr,cap_low,cap_high,post_hierarchy_adr,hierarchy_uplift,final_matrix_adr
12BR,9,Saturday,lmd_smoothed_to_listing_dow,1,2126.5,2896.44,0.1111,2810.891111111111,2420.4260416666666,1573.2769270833332,3872.681666666667,3035.2855555555557,224.39444444444462,3035.0
12BR,9,Sunday,listing_dow,0,,1869.3625563909775,,1869.3625563909775,2420.4260416666666,1573.2769270833332,3872.681666666667,1869.3625563909775,0.0,1869.0
12BR,10,Monday,lmd_smoothed_to_listing_dow,2,2136.5833333333335,1664.0,0.2,1758.5166666666669,2628.5214285714283,1708.5389285714284,4205.634285714285,1779.6571428571428,21.140476190475965,1780.0
12BR,10,Tuesday,lmd_smoothed_to_listing_dow,1,1939.3333333333333,1780.1927083333335,0.1111,1797.875,2628.5214285714283,1708.5389285714284,4205.634285714285,1779.6571428571428,-18.217857142857156,1780.0
12BR,10,Wednesday,listing_dow,0,,1779.6571428571428,,1779.6571428571428,2628.5214285714283,1708.5389285714284,4205.634285714285,1779.6571428571428,0.0,1780.0
12BR,10,Thursday,listing_month_dow,3,3154.0,2872.893611111111,,3154.0,2628.5214285714283,1708.5389285714284,4205.634285714285,3154.0,0.0,3154.0
12BR,10,Friday,listing_month_dow,3,3241.0,3183.2250000000004,,3241.0,2628.5214285714283,1708.5389285714284,4205.634285714285,3155.0,-86.0,3155.0
12BR,10,Saturday,lmd_smoothed_to_listing_dow,1,4071.0,2896.44,0.1111,3026.9466666666667,2628.5214285714283,1708.5389285714284,4205.634285714285,3155.0,128.05333333333328,3155.0
12BR,10,Sunday,listing_month_dow,4,1939.1666666666665,1869.3625563909775,,1939.1666666666665,2628.5214285714283,1708.5389285714284,4205.634285714285,1939.1666666666665,0.0,1939.0
12BR,11,Monday,listing_month_dow,3,1786.5,1664.0,,1786.5,2062.6972222222216,1340.753194444444,3300.315555555555,1779.6571428571428,-6.842857142857156,1780.0
12BR,11,Tuesday,lmd_smoothed_to_listing_dow,2,1527.3333333333333,1780.1927083333335,0.2,1729.6208333333336,2062.6972222222216,1340.753194444444,3300.315555555555,1779.6571428571428,50.03630952380922,1780.0
12BR,11,Wednesday,listing_dow,0,,1779.6571428571428,,1779.6571428571428,2062.6972222222216,1340.753194444444,3300.315555555555,1779.6571428571428,0.0,1780.0
12BR,11,Thursday,lmd_smoothed_to_listing_dow,1,2270.3333333333335,2872.893611111111,0.1111,2805.942469135802,2062.6972222222216,1340.753194444444,3300.315555555555,2805.942469135802,0.0,2806.0
12BR,11,Friday,listing_month_dow,4,3215.5,3183.2250000000004,,3215.5,2062.6972222222216,1340.753194444444,3300.315555555555,3055.9700000000003,-159.52999999999975,3056.0
12BR,11,Saturday,listing_dow,0,,2896.44,,2896.44,2062.6972222222216,1340.753194444444,3300.315555555555,3055.9700000000003,159.5300000000002,3056.0
12BR,11,Sunday,lmd_smoothed_to_listing_dow,2,1365.0,1869.3625563909775,0.2,1768.4900451127821,2062.6972222222216,1340.753194444444,3300.315555555555,1780.6571428571428,12.167097744360717,1781.0
12BR,12,Monday,lmd_smoothed_to_listing_dow,1,1399.0,1664.0,0.1111,1634.5555555555554,2368.016666666667,1539.2108333333335,3788.8266666666673,1753.5285714285712,118.97301587301581,1754.0
12BR,12,Tuesday,lmd_smoothed_to_listing_dow,2,2241.166666666667,1780.1927083333335,0.2,1872.3875000000003,2368.016666666667,1539.2108333333335,3788.8266666666673,1753.5285714285712,-118.85892857142903,1754.0
12BR,12,Wednesday,lmd_smoothed_to_listing_dow,1,1544.5,1779.6571428571428,0.1111,1753.5285714285712,2368.016666666667,1539.2108333333335,3788.8266666666673,1753.5285714285712,0.0,1754.0
12BR,12,Thursday,listing_dow,0,,2872.893611111111,,2872.893611111111,2368.016666666667,1539.2108333333335,3788.8266666666673,2872.893611111111,0.0,2873.0
12BR,12,Friday,listing_dow,0,,3183.2250000000004,,3183.2250000000004,2368.016666666667,1539.2108333333335,3788.8266666666673,3135.474722222222,-47.75027777777814,3135.0
12BR,12,Saturday,lmd_smoothed_to_listing_dow,1,4618.0,2896.44,0.1111,3087.724444444444,2368.016666666667,1539.2108333333335,3788.8266666666673,3135.474722222222,47.75027777777814,3135.0
12BR,12,Sunday,lmd_smoothed_to_listing_dow,1,2337.6,1869.3625563909775,0.1111,1921.3889390142022,2368.016666666667,1539.2108333333335,3788.8266666666673,1921.3889390142022,0.0,1921.0
23BR,1,Monday,lmd_smoothed_to_listing_dow,2,2694.208333333333,2340.152380952381,0.2,2410.9635714285714,3110.6666666666665,2021.9333333333334,4977.066666666667,3207.296296296296,796.3327248677247,3207.0
23BR,1,Tuesday,lmd_smoothed_to_listing_dow,1,3276.3333333333335,3198.6666666666665,0.1111,3207.296296296296,3110.6666666666665,2021.9333333333334,4977.066666666667,3207.296296296296,0.0,3207.0
23BR,1,Wednesday,listing_dow,0,,5434.25,,4977.066666666667,3110.6666666666665,2021.9333333333334,4977.066666666667,3207.296296296296,-1769.7703703703705,3207.0
23BR,1,Thursday,listing_dow,0,,6503.666666666666,,4977.066666666667,3110.6666666666665,2021.9333333333334,4977.066666666667,4977.066666666667,0.0,4977.0
23BR,1,Friday,listing_dow,0,,6404.687499999999,,4977.066666666667,3110.6666666666665,2021.9333333333334,4977.066666666667,4978.066666666667,1.0,4978.0
23BR,1,Saturday,listing_month,0,,3110.6666666666665,,3110.6666666666665,3110.6666666666665,2021.9333333333334,4977.066666666667,4978.066666666667,1867.4,4978.0
23BR,1,Sunday,listing_dow,0,,3148.0,,3148.0,3110.6666666666665,2021.9333333333334,4977.066666666667,3208.296296296296,60.29629629629608,3208.0
23BR,2,Monday,listing_dow,0,,2340.152380952381,,3330.8166666666666,5124.333333333333,3330.8166666666666,8198.933333333332,3330.8166666666666,0.0,3331.0
23BR,2,Tuesday,lmd_smoothed_to_listing_dow,1,3198.6666666666665,3198.6666666666665,0.1111,3330.8166666666666,5124.333333333333,3330.8166666666666,8198.933333333332,3330.8166666666666,0.0,3331.0
23BR,2,Wednesday,listing_dow,0,,5434.25,,5434.25,5124.333333333333,3330.8166666666666,8198.933333333332,3330.8166666666666,-2103.4333333333334,3331.0
23BR,2,Thursday,listing_dow,0,,6503.666666666666,,6503.666666666666,5124.333333333333,3330.8166666666666,8198.933333333332,6503.666666666666,0.0,6504.0
23BR,2,Friday,lmd_smoothed_to_listing_dow,1,7050.0,6404.687499999999,0.1111,6476.388888888888,5124.333333333333,3330.8166666666666,8198.933333333332,6504.666666666666,28.277777777778283,6505.0
23BR,2,Saturday,listing_month,0,,5124.333333333333,,5124.333333333333,5124.333333333333,3330.8166666666666,8198.933333333332,6504.666666666666,1380.333333333333,6505.0
23BR,2,Sunday,listing_dow,0,,3148.0,,3330.8166666666666,5124.333333333333,3330.8166666666666,8198.933333333332,3331.8166666666666,1.0,3332.0
23BR,3,Monday,listing_month_dow,3,1700.0,2340.152380952381,,2231.6276666666668,3433.2733333333335,2231.6276666666668,5493.237333333334,3198.6666666666665,967.0389999999998,3199.0
23BR,3,Tuesday,listing_dow,0,,3198.6666666666665,,3198.6666666666665,3433.2733333333335,2231.6276666666668,5493.237333333334,3198.6666666666665,0.0,3199.0
23BR,3,Wednesday,listing_dow,0,,5434.25,,5434.25,3433.2733333333335,2231.6276666666668,5493.237333333334,3198.6666666666665,-2235.5833333333335,3199.0
23BR,3,Thursday,listing_dow,0,,6503.666666666666,,5493.237333333334,3433.2733333333335,2231.6276666666668,5493.237333333334,5493.237333333334,0.0,5493.0
23BR,3,Friday,lmd_smoothed_to_listing_dow,1,9787.5,6404.687499999999,0.1111,5493.237333333334,3433.2733333333335,2231.6276666666668,5493.237333333334,5494.237333333334,1.0,5494.0
23BR,3,Saturday,listing_month,0,,3433.2733333333335,,3433.2733333333335,3433.2733333333335,2231.6276666666668,5493.237333333334,5494.237333333334,2060.964000000001,5494.0
23BR,3,Sunday,lmd_smoothed_to_listing_dow,1,3461.3333333333335,3148.0,0.1111,3182.814814814815,3433.2733333333335,2231.6276666666668,5493.237333333334,3199.6666666666665,16.851851851851734,3200.0
23BR,4,Monday,listing_dow,0,,2340.152380952381,,2825.663549382716,4347.174691358025,2825.663549382716,6955.47950617284,3198.6666666666665,373.00311728395036,3199.0
23BR,4,Tuesday,listing_dow,0,,3198.6666666666665,,3198.6666666666665,4347.174691358025,2825.663549382716,6955.47950617284,3198.6666666666665,0.0,3199.0
23BR,4,Wednesday,listing_dow,0,,5434.25,,5434.25,4347.174691358025,2825.663549382716,6955.47950617284,3198.6666666666665,-2235.5833333333335,3199.0
23BR,4,Thursday,listing_dow,0,,6503.666666666666,,6503.666666666666,4347.174691358025,2825.663549382716,6955.47950617284,6503.666666666666,0.0,6504.0
23BR,4,Friday,listing_dow,0,,6404.687499999999,,6404.687499999999,4347.174691358025,2825.663549382716,6955.47950617284,6504.666666666666,99.97916666666697,6505.0
23BR,4,Saturday,listing_overall,0,,4347.174691358025,,4347.174691358025,4347.174691358025,2825.663549382716,6955.47950617284,6504.666666666666,2157.4919753086415,6505.0
23BR,4,Sunday,listing_dow,0,,3148.0,,3148.0,4347.174691358025,2825.663549382716,6955.47950617284,3199.6666666666665,51.666666666666515,3200.0
23BR,5,Monday,listing_dow,0,,2340.152380952381,,3414.558333333333,5253.166666666666,3414.558333333333,8405.066666666666,3414.558333333333,0.0,3415.0
23BR,5,Tuesday,listing_dow,0,,3198.6666666666665,,3414.558333333333,5253.166666666666,3414.558333333333,8405.066666666666,3414.558333333333,0.0,3415.0
23BR,5,Wednesday,listing_dow,0,,5434.25,,5434.25,5253.166666666666,3414.558333333333,8405.066666666666,3414.558333333333,-2019.691666666667,3415.0
23BR,5,Thursday,lmd_smoothed_to_listing_dow,1,7358.333333333333,6503.666666666666,0.1111,6598.629629629629,5253.166666666666,3414.558333333333,8405.066666666666,6598.629629629629,0.0,6599.0
23BR,5,Friday,listing_dow,0,,6404.687499999999,,6404.687499999999,5253.166666666666,3414.558333333333,8405.066666666666,6599.629629629629,194.94212962962956,6600.0
23BR,5,Saturday,listing_month,0,,5253.166666666666,,5253.166666666666,5253.166666666666,3414.558333333333,8405.066666666666,6599.629629629629,1346.4629629629626,6600.0
23BR,5,Sunday,lmd_smoothed_to_listing_dow,1,3148.0,3148.0,0.1111,3414.558333333333,5253.166666666666,3414.558333333333,8405.066666666666,3415.558333333333,1.0,3416.0
23BR,6,Monday,listing_dow,0,,2340.152380952381,,3315.0,5100.0,3315.0,8160.0,3315.0,0.0,3315.0
23BR,6,Tuesday,listing_dow,0,,3198.6666666666665,,3315.0,5100.0,3315.0,8160.0,3315.0,0.0,3315.0
23BR,6,Wednesday,listing_dow,0,,5434.25,,5434.25,5100.0,3315.0,8160.0,3315.0,-2119.25,3315.0
23BR,6,Thursday,listing_dow,0,,6503.666666666666,,6503.666666666666,5100.0,3315.0,8160.0,6503.666666666666,0.0,6504.0
23BR,6,Friday,lmd_smoothed_to_listing_dow,1,5100.0,6404.687499999999,0.1111,6259.722222222222,5100.0,3315.0,8160.0,6504.666666666666,244.94444444444434,6505.0
23BR,6,Saturday,listing_month,0,,5100.0,,5100.0,5100.0,3315.0,8160.0,6504.666666666666,1404.666666666666,6505.0
23BR,6,Sunday,listing_dow,0,,3148.0,,3315.0,5100.0,3315.0,8160.0,3316.0,1.0,3316.0
23BR,7,Monday,lmd_smoothed_to_listing_dow,2,2291.125,2340.152380952381,0.2,2330.346904761905,2291.125,1489.23125,3665.8,3198.6666666666665,868.3197619047614,3199.0
23BR,7,Tuesday,listing_dow,0,,3198.6666666666665,,3198.6666666666665,2291.125,1489.23125,3665.8,3198.6666666666665,0.0,3199.0
23BR,7,Wednesday,listing_dow,0,,5434.25,,3665.8,2291.125,1489.23125,3665.8,3198.6666666666665,-467.13333333333367,3199.0
23BR,7,Thursday,listing_dow,0,,6503.666666666666,,3665.8,2291.125,1489.23125,3665.8,3665.8,0.0,3666.0
23BR,7,Friday,listing_dow,0,,6404.687499999999,,3665.8,2291.125,1489.23125,3665.8,3666.8,1.0,3667.0
23BR,7,Saturday,listing_month,0,,2291.125,,2291.125,2291.125,1489.23125,3665.8,3666.8,1375.6750000000002,3667.0
23BR,7,Sunday,listing_dow,0,,3148.0,,3148.0,2291.125,1489.23125,3665.8,3199.6666666666665,51.666666666666515,3200.0
23BR,8,Monday,listing_dow,0,,2340.152380952381,,3392.5666666666666,5219.333333333333,3392.5666666666666,8350.933333333332,3392.5666666666666,0.0,3393.0
23BR,8,Tuesday,listing_dow,0,,3198.6666666666665,,3392.5666666666666,5219.333333333333,3392.5666666666666,8350.933333333332,3392.5666666666666,0.0,3393.0
23BR,8,Wednesday,listing_dow,0,,5434.25,,5434.25,5219.333333333333,3392.5666666666666,8350.933333333332,3392.5666666666666,-2041.6833333333334,3393.0
23BR,8,Thursday,listing_dow,0,,6503.666666666666,,6503.666666666666,5219.333333333333,3392.5666666666666,8350.933333333332,6503.666666666666,0.0,6504.0
23BR,8,Friday,lmd_smoothed_to_listing_dow,1,5219.333333333333,6404.687499999999,0.1111,6272.981481481481,5219.333333333333,3392.5666666666666,8350.933333333332,6504.666666666666,231.68518518518522,6505.0
23BR,8,Saturday,listing_month,0,,5219.333333333333,,5219.333333333333,5219.333333333333,3392.5666666666666,8350.933333333332,6504.666666666666,1285.333333333333,6505.0
23BR,8,Sunday,listing_dow,0,,3148.0,,3392.5666666666666,5219.333333333333,3392.5666666666666,8350.933333333332,3393.5666666666666,1.0,3394.0
23BR,9,Monday,listing_dow,0,,2340.152380952381,,2656.225,4086.5,2656.225,6538.400000000001,3198.6666666666665,542.4416666666666,3199.0
23BR,9,Tuesday,listing_dow,0,,3198.6666666666665,,3198.6666666666665,4086.5,2656.225,6538.400000000001,3198.6666666666665,0.0,3199.0
23BR,9,Wednesday,lmd_smoothed_to_listing_dow,1,4162.5,5434.25,0.1111,5292.944444444444,4086.5,2656.225,6538.400000000001,3198.6666666666665,-2094.277777777778,3199.0
23BR,9,Thursday,lmd_smoothed_to_listing_dow,1,4168.0,6503.666666666666,0.1111,6244.148148148148,4086.5,2656.225,6538.400000000001,6244.148148148148,0.0,6244.0
23BR,9,Friday,lmd_smoothed_to_listing_dow,1,4010.5,6404.687499999999,0.1111,6138.666666666666,4086.5,2656.225,6538.400000000001,6245.148148148148,106.48148148148175,6245.0
23BR,9,Saturday,listing_month,0,,4086.5,,4086.5,4086.5,2656.225,6538.400000000001,6245.148148148148,2158.648148148148,6245.0
23BR,9,Sunday,lmd_smoothed_to_listing_dow,1,2267.25,3148.0,0.1111,3050.1388888888887,4086.5,2656.225,6538.400000000001,3199.6666666666665,149.52777777777783,3200.0
23BR,10,Monday,listing_dow,0,,2340.152380952381,,5600.779166666666,8616.583333333332,5600.779166666666,13786.533333333333,5600.779166666666,0.0,5601.0
23BR,10,Tuesday,listing_dow,0,,3198.6666666666665,,5600.779166666666,8616.583333333332,5600.779166666666,13786.533333333333,5600.779166666666,0.0,5601.0
23BR,10,Wednesday,listing_dow,0,,5434.25,,5600.779166666666,8616.583333333332,5600.779166666666,13786.533333333333,5600.779166666666,0.0,5601.0
23BR,10,Thursday,lmd_smoothed_to_listing_dow,1,7556.5,6503.666666666666,0.1111,6620.648148148148,8616.583333333332,5600.779166666666,13786.533333333333,6620.648148148148,0.0,6621.0
23BR,10,Friday,lmd_smoothed_to_listing_dow,1,9676.666666666666,6404.687499999999,0.1111,6768.24074074074,8616.583333333332,5600.779166666666,13786.533333333333,7692.4120370370365,924.1712962962965,7692.0
23BR,10,Saturday,listing_month,0,,8616.583333333332,,8616.583333333332,8616.583333333332,5600.779166666666,13786.533333333333,7692.4120370370365,-924.1712962962956,7692.0
23BR,10,Sunday,listing_dow,0,,3148.0,,5600.779166666666,8616.583333333332,5600.779166666666,13786.533333333333,5601.779166666666,1.0,5602.0
23BR,11,Monday,listing_dow,0,,2340.152380952381,,2340.152380952381,2632.6666666666665,1711.2333333333333,4212.266666666666,3135.7777777777774,795.6253968253964,3136.0
23BR,11,Tuesday,lmd_smoothed_to_listing_dow,1,2632.6666666666665,3198.6666666666665,0.1111,3135.7777777777774,2632.6666666666665,1711.2333333333333,4212.266666666666,3135.7777777777774,0.0,3136.0
23BR,11,Wednesday,listing_dow,0,,5434.25,,4212.266666666666,2632.6666666666665,1711.2333333333333,4212.266666666666,3135.7777777777774,-1076.488888888889,3136.0
23BR,11,Thursday,listing_dow,0,,6503.666666666666,,4212.266666666666,2632.6666666666665,1711.2333333333333,4212.266666666666,4212.266666666666,0.0,4212.0
23BR,11,Friday,listing_dow,0,,6404.687499999999,,4212.266666666666,2632.6666666666665,1711.2333333333333,4212.266666666666,4213.266666666666,1.0,4213.0
23BR,11,Saturday,listing_month,0,,2632.6666666666665,,2632.6666666666665,2632.6666666666665,1711.2333333333333,4212.266666666666,4213.266666666666,1580.6,4213.0
23BR,11,Sunday,listing_dow,0,,3148.0,,3148.0,2632.6666666666665,1711.2333333333333,4212.266666666666,3148.0,0.0,3148.0
23BR,12,Monday,listing_dow,0,,2340.152380952381,,3980.708333333333,6124.166666666666,3980.708333333333,9798.666666666666,3980.708333333333,0.0,3981.0
23BR,12,Tuesday,listing_dow,0,,3198.6666666666665,,3980.708333333333,6124.166666666666,3980.708333333333,9798.666666666666,3980.708333333333,0.0,3981.0
23BR,12,Wednesday,lmd_smoothed_to_listing_dow,1,6706.0,5434.25,0.1111,5575.555555555556,6124.166666666666,3980.708333333333,9798.666666666666,3980.708333333333,-1594.8472222222226,3981.0
23BR,12,Thursday,lmd_smoothed_to_listing_dow,1,5649.0,6503.666666666666,0.1111,6408.7037037037035,6124.166666666666,3980.708333333333,9798.666666666666,6408.7037037037035,0.0,6409.0
23BR,12,Friday,lmd_smoothed_to_listing_dow,2,5073.666666666666,6404.687499999999,0.2,6138.483333333334,6124.166666666666,3980.708333333333,9798.666666666666,6409.7037037037035,271.2203703703699,6410.0
23BR,12,Saturday,listing_month,0,,6124.166666666666,,6124.166666666666,6124.166666666666,3980.708333333333,9798.666666666666,6409.7037037037035,285.5370370370374,6410.0
23BR,12,Sunday,listing_dow,0,,3148.0,,3980.708333333333,6124.166666666666,3980.708333333333,9798.666666666666,3981.708333333333,1.0,3982.0
